timestamp,interval_count,total_count,cpu_percent
2025-07-23T09:36:10.771231,6,6,0.0
2025-07-23T09:36:11.271723,11,17,14.4
2025-07-23T09:36:11.772012,11,28,13.8
2025-07-23T09:36:12.273928,12,40,13.8
2025-07-23T09:36:12.774373,10,50,13.7
2025-07-23T09:36:13.274624,12,62,14.0
2025-07-23T09:36:13.774911,10,72,13.4
2025-07-23T09:36:14.275184,10,82,14.1
2025-07-23T09:36:14.775492,12,94,14.2
2025-07-23T09:36:15.275713,11,105,20.2
2025-07-23T09:36:15.775924,11,116,14.8
2025-07-23T09:36:16.276166,9,125,14.6
2025-07-23T09:36:16.776422,11,136,14.9
2025-07-23T09:36:17.276620,11,147,14.7
2025-07-23T09:36:17.804210,11,158,14.7
2025-07-23T09:36:18.304490,8,166,12.9
2025-07-23T09:36:18.804788,10,176,13.3
2025-07-23T09:36:19.305037,9,185,13.5
2025-07-23T09:36:19.805295,11,196,13.6
2025-07-23T09:36:20.305669,10,206,13.2
2025-07-23T09:36:20.805933,11,217,13.5
2025-07-23T09:36:21.306228,11,228,13.7
2025-07-23T09:36:21.806501,10,238,13.4
2025-07-23T09:36:22.307258,12,250,13.8
2025-07-23T09:36:22.807551,10,260,13.4
2025-07-23T09:36:23.307809,10,270,19.1
2025-07-23T09:36:23.808137,10,280,14.0
2025-07-23T09:36:24.308386,10,290,14.8
2025-07-23T09:36:24.808672,4,294,10.1
