timestamp,interval_count,total_count,cpu_percent
2025-07-23T09:51:47.790416,6,6,0.0
2025-07-23T09:51:48.291293,9,15,88.6
2025-07-23T09:51:48.791745,15,30,73.9
2025-07-23T09:51:49.291953,16,46,66.3
2025-07-23T09:51:49.792201,29,75,59.0
2025-07-23T09:51:50.292549,32,107,62.5
2025-07-23T09:51:50.901816,29,136,59.1
2025-07-23T09:51:51.402190,37,173,59.9
2025-07-23T09:51:51.902504,24,197,59.5
2025-07-23T09:51:52.402846,33,230,58.7
2025-07-23T09:51:52.903174,38,268,59.4
2025-07-23T09:51:53.403558,34,302,59.3
2025-07-23T09:51:53.904257,40,342,59.7
2025-07-23T09:51:54.424268,22,364,58.6
2025-07-23T09:51:54.924538,46,410,59.8
2025-07-23T09:51:55.424856,35,445,59.2
2025-07-23T09:51:55.925090,29,474,59.2
2025-07-23T09:51:56.425307,28,502,59.4
2025-07-23T09:51:56.927559,26,528,59.2
2025-07-23T09:51:57.430845,36,564,59.8
2025-07-23T09:51:57.935246,37,601,59.3
2025-07-23T09:51:58.521000,26,627,58.4
2025-07-23T09:51:59.021378,47,674,64.8
2025-07-23T09:51:59.521605,37,711,59.5
2025-07-23T09:52:00.022289,36,747,59.3
2025-07-23T09:52:00.522582,36,783,59.9
2025-07-23T09:52:01.022875,28,811,59.2
2025-07-23T09:52:01.523180,25,836,59.7
2025-07-23T09:52:02.023530,28,864,59.8
2025-07-23T09:52:02.523879,39,903,60.3
2025-07-23T09:52:03.024175,31,934,59.3
2025-07-23T09:52:03.524666,23,957,58.5
2025-07-23T09:52:04.024951,33,990,59.1
2025-07-23T09:52:04.525401,35,1025,59.8
2025-07-23T09:52:05.025668,37,1062,59.5
2025-07-23T09:52:05.528661,34,1096,59.1
2025-07-23T09:52:06.029007,27,1123,59.4
2025-07-23T09:52:06.529328,31,1154,60.1
2025-07-23T09:52:07.029616,33,1187,59.2
2025-07-23T09:52:07.529849,34,1221,59.4
2025-07-23T09:52:08.030170,37,1258,59.5
2025-07-23T09:52:08.530515,35,1293,59.1
2025-07-23T09:52:09.030737,34,1327,58.8
2025-07-23T09:52:09.532012,39,1366,59.6
2025-07-23T09:52:10.032349,32,1398,58.5
2025-07-23T09:52:10.532645,36,1434,59.5
2025-07-23T09:52:11.033039,26,1460,55.1
2025-07-23T09:52:11.533446,23,1483,52.7
2025-07-23T09:52:12.033808,23,1506,49.7
2025-07-23T09:52:12.534064,31,1537,41.9
2025-07-23T09:52:13.034393,21,1558,34.8
2025-07-23T09:52:13.534645,10,1568,21.5
2025-07-23T09:52:14.034915,2,1570,12.5
