timestamp,interval_count,total_count,cpu_percent
2025-07-23T09:52:55.004493,13,13,0.0
2025-07-23T09:52:55.504773,21,34,68.7
2025-07-23T09:52:56.005111,34,68,62.6
2025-07-23T09:52:56.505317,31,99,62.9
2025-07-23T09:52:57.071515,22,121,62.5
2025-07-23T09:52:57.572723,37,158,62.6
2025-07-23T09:52:58.073013,26,184,63.2
2025-07-23T09:52:58.573245,37,221,62.6
2025-07-23T09:52:59.073709,38,259,63.0
2025-07-23T09:52:59.574015,38,297,62.9
2025-07-23T09:53:00.077473,38,335,62.5
2025-07-23T09:53:00.577790,31,366,61.8
2025-07-23T09:53:01.078114,41,407,62.8
2025-07-23T09:53:01.578370,35,442,62.7
2025-07-23T09:53:02.081776,29,471,62.7
2025-07-23T09:53:02.582107,27,498,62.5
2025-07-23T09:53:03.082405,33,531,63.9
2025-07-23T09:53:03.582631,36,567,62.8
2025-07-23T09:53:04.082847,38,605,63.5
2025-07-23T09:53:04.583082,36,641,62.5
2025-07-23T09:53:05.083431,37,678,63.1
2025-07-23T09:53:05.583711,35,713,63.0
2025-07-23T09:53:06.084109,34,747,63.3
2025-07-23T09:53:06.586452,35,782,64.4
2025-07-23T09:53:07.086738,28,810,67.2
2025-07-23T09:53:07.587041,28,838,63.3
2025-07-23T09:53:08.087294,30,868,62.2
2025-07-23T09:53:08.587537,40,908,62.8
2025-07-23T09:53:09.092339,30,938,65.6
2025-07-23T09:53:09.593710,40,978,63.2
2025-07-23T09:53:10.094010,35,1013,63.1
2025-07-23T09:53:10.594305,36,1049,63.3
2025-07-23T09:53:11.096466,28,1077,60.9
2025-07-23T09:53:11.596784,25,1102,61.9
2025-07-23T09:53:12.097189,27,1129,63.3
2025-07-23T09:53:12.597535,27,1156,62.9
2025-07-23T09:53:13.098011,37,1193,62.6
2025-07-23T09:53:13.598721,36,1229,62.8
2025-07-23T09:53:14.099176,38,1267,62.6
2025-07-23T09:53:14.599463,37,1304,62.5
2025-07-23T09:53:15.099772,36,1340,62.5
2025-07-23T09:53:15.609954,28,1368,62.2
2025-07-23T09:53:16.110338,47,1415,62.6
2025-07-23T09:53:16.610626,37,1452,62.6
2025-07-23T09:53:17.113803,28,1480,62.3
2025-07-23T09:53:17.614249,30,1510,62.9
2025-07-23T09:53:18.114507,27,1537,59.8
2025-07-23T09:53:18.614742,29,1566,53.9
2025-07-23T09:53:19.118197,30,1596,49.4
2025-07-23T09:53:19.618498,27,1623,44.3
2025-07-23T09:53:20.118841,15,1638,38.6
2025-07-23T09:53:20.619153,17,1655,25.5
2025-07-23T09:53:21.119494,11,1666,25.1
2025-07-23T09:53:21.619839,1,1667,12.5
