timestamp,interval_count,total_count,cpu_percent
2025-07-23T09:45:41.259596,19,19,0.0
2025-07-23T09:45:41.760076,23,42,36.4
2025-07-23T09:45:42.260897,20,62,39.7
2025-07-23T09:45:42.761273,19,81,37.4
2025-07-23T09:45:43.264597,23,104,35.9
2025-07-23T09:45:43.764887,26,130,36.2
2025-07-23T09:45:44.266214,30,160,36.6
2025-07-23T09:45:44.766574,24,184,38.1
2025-07-23T09:45:45.267759,26,210,36.2
2025-07-23T09:45:45.768341,26,236,36.2
2025-07-23T09:45:46.268792,23,259,35.6
2025-07-23T09:45:46.769168,20,279,36.5
2025-07-23T09:45:47.269981,21,300,36.4
2025-07-23T09:45:47.771131,18,318,36.9
2025-07-23T09:45:48.274203,26,344,38.3
2025-07-23T09:45:48.774638,26,370,36.2
2025-07-23T09:45:49.274987,29,399,36.6
2025-07-23T09:45:49.775282,23,422,42.5
2025-07-23T09:45:50.277227,26,448,36.4
2025-07-23T09:45:50.777565,28,476,36.4
2025-07-23T09:45:51.277949,25,501,36.2
2025-07-23T09:45:51.778292,18,519,39.0
2025-07-23T09:45:52.294617,18,537,37.0
2025-07-23T09:45:52.795000,22,559,39.4
2025-07-23T09:45:53.297881,25,584,36.5
2025-07-23T09:45:53.798386,25,609,35.8
2025-07-23T09:45:54.298847,16,625,35.3
2025-07-23T09:45:54.799197,30,655,39.5
2025-07-23T09:45:55.299485,23,678,36.4
2025-07-23T09:45:55.799742,26,704,36.5
2025-07-23T09:45:56.301410,29,733,36.3
2025-07-23T09:45:56.801797,19,752,36.5
2025-07-23T09:45:57.302609,19,771,36.7
2025-07-23T09:45:57.803395,22,793,39.3
2025-07-23T09:45:58.308744,25,818,35.4
2025-07-23T09:45:58.809215,21,839,33.6
2025-07-23T09:45:59.309518,20,859,26.0
2025-07-23T09:45:59.809811,18,877,23.6
2025-07-23T09:46:00.310287,5,882,17.7
2025-07-23T09:46:00.810672,2,884,18.0
